inventory_id,product_id,stock,warehouse_id,last_stock_date
250,250,42,1,25-Mar-22
251,251,53,1,17-Apr-23
252,252,98,1,4-Dec-22
253,253,67,1,4-Jul-23
254,254,48,1,2-Aug-23
255,255,37,1,30-Jun-22
256,256,22,1,18-Aug-22
257,257,55,1,19-May-22
258,258,97,1,27-Aug-22
259,259,95,1,25-Aug-23
260,260,31,1,26-Jul-22
261,261,52,1,11-Oct-23
262,262,30,1,24-Apr-22
263,263,31,1,9-Feb-23
264,264,99,1,1-Sep-22
265,265,76,1,22-Mar-22
266,266,57,1,28-Feb-22
267,267,24,1,22-Dec-22
268,268,79,1,16-Oct-22
269,269,31,1,1-Aug-23
270,270,45,1,22-Sep-22
271,271,85,1,6-Oct-23
272,272,96,1,11-Jan-22
273,273,67,1,9-Jun-22
274,274,73,1,25-Dec-23
275,275,81,1,27-Sep-22
276,276,48,1,3-Sep-22
277,277,55,1,10-Oct-23
278,278,89,1,1-Apr-22
279,279,64,1,11-May-22
280,280,26,1,9-Feb-22
281,281,38,1,26-Jan-22
282,282,57,1,16-Jan-23
283,283,78,1,21-Apr-22
284,284,98,1,18-Sep-22
285,285,77,1,30-Sep-23
286,286,69,1,19-Aug-23
287,287,62,1,23-Jul-23
288,288,84,1,9-Apr-23
289,289,58,1,14-Nov-22
290,290,92,1,11-May-22
291,291,29,1,8-Dec-22
292,292,31,1,19-Jan-22
293,293,32,1,25-Sep-23
294,294,71,1,8-Feb-22
295,295,44,1,15-Sep-22
296,296,78,1,21-Aug-22
297,297,42,1,20-Jun-23
298,298,73,1,20-Sep-22
299,299,96,1,17-Jul-23
300,300,94,1,3-Mar-22
301,301,90,1,6-Jul-22
302,302,96,1,22-Mar-23
303,303,48,1,27-Sep-22
304,304,93,1,13-Feb-23
305,305,61,1,1-Jan-23
306,306,70,1,18-Jan-22
307,307,74,1,20-Mar-22
308,308,91,1,15-Jul-22
309,309,41,1,11-Jul-23
310,310,48,1,26-Sep-23
311,311,81,1,22-Apr-22
312,312,25,1,21-May-23
313,313,84,1,10-May-23
314,314,87,1,19-May-23
315,315,63,1,21-Sep-22
316,316,95,1,14-Jun-23
317,317,68,1,25-Jun-22
318,318,79,1,4-Jul-23
319,319,48,1,7-Jul-23
320,320,95,1,26-Jan-22
321,321,62,1,21-Nov-23
322,322,71,1,1-Dec-22
323,323,24,1,28-Nov-22
324,324,81,1,10-Jan-22
325,325,95,1,12-Jun-22
326,326,54,1,22-Jul-23
327,327,87,1,13-Sep-22
328,328,47,1,27-Jul-23
329,329,60,1,26-Jun-23
330,330,56,1,22-Dec-23
331,331,81,1,29-May-23
332,332,77,1,5-Feb-23
333,333,42,1,26-Apr-22
334,334,24,1,10-Oct-22
335,335,95,1,4-Jun-22
336,336,72,1,29-Jun-23
337,337,48,1,6-Aug-23
338,338,37,1,9-Nov-23
339,339,28,1,22-Jul-23
340,340,83,1,30-Mar-22
341,341,86,1,28-Mar-22
342,342,91,1,2-Feb-22
343,343,69,1,5-Sep-22
344,344,33,1,27-Jun-23
345,345,22,1,22-Apr-23
346,346,57,1,14-Nov-23
347,347,83,1,26-Dec-23
348,348,35,1,19-Jun-23
349,349,49,1,7-Jan-23
350,350,55,1,3-Aug-23
351,351,48,1,4-Jul-23
352,352,80,1,26-Sep-23
353,353,66,1,29-Sep-22
354,354,67,1,19-Mar-23
355,355,85,1,17-May-23
356,356,62,1,3-Apr-22
357,357,20,1,6-Oct-22
358,358,24,1,10-Sep-22
359,359,77,1,26-Nov-22
360,360,99,1,22-Jun-23
361,361,81,1,9-Oct-23
362,362,59,1,11-Mar-22
363,363,52,1,11-Apr-22
364,364,65,1,6-Mar-22
365,365,76,1,25-Apr-23
366,366,97,1,1-Apr-23
367,367,69,1,10-Mar-22
368,368,31,1,13-Jun-22
369,369,34,1,7-Nov-22
370,370,29,1,5-Dec-22
371,371,20,1,15-Feb-23
372,372,93,1,23-Dec-23
373,373,28,1,16-May-23
374,374,95,1,14-Nov-22
375,375,21,1,23-Nov-22
376,376,90,1,27-Jul-23
377,377,45,1,24-Dec-22
378,378,85,1,22-Jan-23
379,379,21,1,18-May-22
380,380,66,1,21-May-22
381,381,48,1,30-Dec-23
382,382,25,1,5-Mar-23
383,383,47,1,5-Feb-23
384,384,39,1,1-Sep-22
385,385,91,1,23-Jul-23
386,386,73,1,29-Nov-23
387,387,41,1,12-Mar-22
388,388,39,1,19-Aug-22
389,389,45,1,26-Sep-22
390,390,94,1,10-May-22
391,391,62,1,15-Feb-22
392,392,78,1,3-Apr-22
393,393,86,1,20-Feb-22
394,394,26,1,14-Oct-23
395,395,40,1,16-May-22
396,396,49,1,27-Jun-23
397,397,61,1,23-Dec-22
398,398,68,1,1-Mar-23
399,399,62,1,13-Sep-23
400,400,54,1,27-Jan-22
401,401,42,1,23-May-22
402,402,86,1,5-Apr-23
403,403,99,1,19-Jun-22
404,404,24,1,1-May-22
405,405,59,1,20-Aug-23
406,406,67,1,7-Dec-22
407,407,52,1,7-Jul-23
408,408,50,1,1-Dec-23
409,409,30,1,2-Sep-22
410,410,73,1,6-Jul-22
411,411,35,1,29-Jan-23
412,412,20,1,30-Jul-23
413,413,24,1,11-Jan-23
414,414,87,1,4-Nov-23
415,415,81,1,4-Dec-23
416,416,64,1,26-Jun-23
417,417,58,1,24-Feb-23
418,418,70,1,6-Aug-23
419,419,94,1,29-May-22
420,420,38,1,25-Aug-23
421,421,98,1,22-Apr-22
422,422,61,1,8-Dec-22
423,423,96,1,5-Nov-23
424,424,78,1,8-Sep-23
425,425,40,1,21-Apr-22
426,426,88,1,17-Oct-22
427,427,31,1,16-Jan-23
428,428,33,1,4-Oct-22
429,429,81,1,2-Nov-22
430,430,45,1,22-Jan-22
431,431,46,1,9-Feb-23
432,432,74,1,26-Jul-22
433,433,74,1,14-Aug-22
434,434,34,1,1-Aug-22
435,435,96,1,24-Oct-23
436,436,35,1,3-Apr-22
437,437,24,1,27-Apr-23
438,438,57,1,24-Dec-22
439,439,78,1,11-Aug-22
440,440,67,1,24-Jul-23
441,441,89,1,16-Mar-23
442,442,38,1,26-Jul-23
443,443,57,1,12-Apr-23
444,444,44,1,29-Aug-22
445,445,36,1,16-Jun-22
446,446,67,1,1-Jul-22
447,447,99,1,13-Mar-23
448,448,47,1,22-Feb-23
449,449,27,1,20-Sep-22
450,450,76,1,9-Sep-23
451,451,37,1,14-Nov-23
452,452,62,1,2-Jul-22
453,453,26,1,16-Oct-23
454,454,61,1,4-Sep-23
455,455,76,1,12-Apr-22
456,456,95,1,3-May-23
457,457,44,1,12-Jan-22
458,458,68,1,10-Jan-22
459,459,70,1,18-Apr-22
460,460,51,1,18-Sep-22
461,461,52,1,6-Dec-23
462,462,79,1,6-Aug-23
463,463,54,1,11-Dec-23
464,464,33,1,28-Jun-23
465,465,20,1,3-May-22
466,466,34,1,26-Sep-23
467,467,51,1,1-Mar-23
468,468,55,1,22-Oct-23
469,469,98,1,2-Jul-22
470,470,35,1,5-Dec-23
471,471,91,1,1-Feb-22
472,472,96,1,10-Jul-22
473,473,66,1,6-Apr-22
474,474,82,1,17-Mar-22
475,475,60,1,18-May-23
476,476,30,1,18-Sep-23
477,477,68,1,6-Mar-22
478,478,41,1,8-Dec-22
479,479,28,1,20-Aug-23
480,480,53,1,17-Sep-22
481,481,68,1,8-Dec-22
482,482,96,1,25-Nov-23
483,483,91,1,23-Sep-23
484,484,99,1,26-Aug-23
485,485,52,1,22-Oct-22
486,486,78,1,7-Jul-23
487,487,60,1,20-Apr-22
488,488,25,1,24-Oct-23
489,489,61,1,26-Jul-22
490,490,51,1,1-Jun-23
491,491,69,1,13-Oct-23
492,492,85,1,23-Sep-23
493,493,82,1,14-Sep-23
494,494,21,1,18-Aug-22
495,495,57,1,7-Jan-23
496,496,90,1,12-Jul-23
497,497,77,1,28-Oct-22
498,498,87,1,5-Dec-23
499,499,58,1,27-Jul-22
500,500,69,1,26-Jan-22
501,501,40,1,16-Oct-23
502,502,87,1,29-Mar-23
503,503,46,1,13-Dec-22
504,504,58,1,18-Mar-23
505,505,24,1,4-Aug-23
506,506,86,1,24-Apr-23
507,507,76,1,7-Apr-22
508,508,30,1,18-May-22
509,509,98,1,3-Nov-22
510,510,22,1,23-Aug-22
511,511,54,1,27-May-22
512,512,86,1,13-Feb-23
513,513,25,1,20-Nov-23
514,514,34,1,7-Jan-22
515,515,89,1,3-Jun-23
516,516,72,1,20-Jul-23
517,517,25,1,24-Feb-22
518,518,76,1,26-Mar-22
519,519,82,1,6-Aug-22
520,520,46,1,15-Oct-23
521,521,53,1,11-Aug-23
522,522,61,1,15-Jul-22
523,523,26,1,13-Nov-23
524,524,36,1,17-May-23
525,525,62,1,18-Feb-23
526,526,68,1,14-Dec-23
527,527,37,1,24-Feb-22
528,528,54,1,15-Mar-23
529,529,84,1,2-Oct-22
530,530,78,1,23-Apr-22
531,531,59,1,2-Nov-22
532,532,95,1,11-Jan-23
533,533,79,1,17-Dec-22
534,534,91,1,6-Jun-23
535,535,86,1,14-Sep-22
536,536,95,1,1-Dec-23
537,537,96,1,25-Jan-22
538,538,78,1,18-May-22
539,539,48,1,15-May-22
540,540,58,1,16-Aug-23
541,541,57,1,14-Aug-23
542,542,91,1,2-Mar-23
543,543,74,1,22-Apr-22
544,544,74,1,18-Jan-22
545,545,72,1,3-Jan-23
546,546,86,1,2-Feb-23
547,547,59,1,9-Mar-23
548,548,83,1,28-Oct-22
549,549,52,1,21-Aug-23
550,550,78,1,30-Jun-23
551,551,31,1,29-Apr-23
552,552,63,1,16-Mar-22
553,553,67,1,24-Aug-23
554,554,95,1,30-May-22
555,555,92,1,11-Nov-23
556,556,77,1,24-Oct-22
557,557,87,1,13-Oct-23
558,558,67,1,11-Apr-22
559,559,65,1,6-May-22
560,560,56,1,5-Oct-22
561,561,48,1,21-Sep-22
562,562,95,1,18-Nov-22
563,563,25,1,1-Apr-23
564,564,93,1,2-Jul-22
565,565,96,1,10-Jun-23
566,566,68,1,10-Apr-23
567,567,57,1,30-Sep-23
568,568,55,1,4-Jun-22
569,569,36,1,5-Jul-22
570,570,21,1,16-Oct-23
571,571,58,1,11-Dec-22
572,572,67,1,1-Mar-23
573,573,50,1,17-Nov-23
574,574,57,1,9-Jul-22
575,575,77,1,12-Apr-23
576,576,50,1,27-Apr-22
577,577,96,1,14-Jul-22
578,578,24,1,17-Feb-23
579,579,45,1,18-May-23
580,580,38,1,18-Jun-22
581,581,39,1,24-Apr-23
582,582,20,1,7-Feb-23
583,583,37,1,26-Oct-22
584,584,56,1,23-Oct-23
585,585,46,1,8-Nov-23
586,586,68,1,18-Jan-23
587,587,96,1,8-Nov-22
588,588,92,1,23-Nov-23
589,589,91,1,11-Apr-23
590,590,30,1,26-Mar-23
591,591,93,1,17-Oct-22
592,592,85,1,25-Dec-22
593,593,27,1,7-Jun-23
594,594,95,1,3-Sep-22
595,595,25,1,2-Oct-23
596,596,85,1,13-Sep-23
597,597,84,1,17-Jun-22
598,598,29,1,6-Jun-22
599,599,58,1,8-Mar-22
600,600,51,1,8-Jan-22
601,601,31,1,22-Apr-22
602,602,46,1,27-May-23
603,603,59,1,18-Dec-23
604,604,37,1,6-Aug-22
605,605,21,1,21-Jun-22
606,606,46,1,17-Mar-23
607,607,1,1,1-Aug-22
608,608,20,1,17-Feb-23
609,609,7,1,30-Oct-22
610,610,18,1,20-Jul-22
611,611,4,1,25-Jul-23
612,612,8,1,4-May-22
613,613,23,1,16-Oct-22
614,614,5,1,30-Jul-23
615,615,2,1,21-Feb-23
616,616,14,1,24-May-22
617,617,6,1,24-Aug-23
618,618,8,1,21-Mar-22
619,619,14,1,18-Apr-23
620,620,11,1,16-Jul-23
621,621,11,1,25-Feb-23
622,622,7,1,12-Dec-23
623,623,25,1,26-Oct-23
624,624,3,1,30-Sep-22
625,625,18,1,18-Oct-23
626,626,10,1,14-Mar-22
627,627,4,1,15-Jan-22
628,628,23,1,13-Jan-22
629,629,24,1,25-Feb-22
630,630,12,1,8-Dec-23
631,631,3,1,5-Nov-23
632,632,9,1,8-Aug-23
633,633,22,1,2-Apr-23
634,634,7,1,1-Oct-22
635,635,16,1,10-Nov-22
636,636,2,1,17-May-22
637,637,22,1,29-Jul-23
638,638,1,1,10-Oct-23
639,639,14,1,27-Jun-23
640,640,11,1,28-Oct-23
641,641,15,1,4-Mar-22
642,642,7,1,16-Nov-22
643,643,25,1,12-Jan-22
644,644,17,1,25-Jan-23
645,645,15,1,2-Aug-22
646,646,12,1,12-Dec-22
647,647,2,1,3-May-22
648,648,23,1,21-Jun-22
649,649,6,1,5-Mar-22
650,650,21,1,4-Sep-22
651,651,9,1,10-Jan-23
652,652,21,1,14-Nov-22
653,653,1,1,8-Jul-22
654,654,15,1,13-Apr-23
655,655,19,1,19-May-22
656,656,22,1,5-May-22
657,657,11,1,26-Oct-23
658,658,4,1,26-Oct-23
659,659,1,1,4-Aug-23
660,660,16,1,4-Apr-23
661,661,11,1,10-Nov-22
662,662,19,1,16-Nov-23
663,663,3,1,22-Nov-22
664,664,15,1,4-May-23
665,665,25,1,23-Apr-22
666,666,7,1,2-Apr-23
667,667,5,1,4-Nov-22
668,668,24,1,27-Jul-22
669,669,21,1,26-Aug-22
670,670,3,1,5-Dec-22
671,671,8,1,10-May-23
672,672,13,1,14-Oct-22
673,673,22,1,25-Sep-22
674,674,16,1,20-Jan-22
675,675,18,1,15-Jan-23
676,676,16,1,22-Jul-23
677,677,17,1,15-Oct-22
678,678,25,1,19-Apr-22
679,679,11,1,3-Apr-22
680,680,24,1,29-Jan-22
681,681,5,1,15-May-23
682,682,25,1,30-Jul-23
683,683,10,1,1-Mar-22
684,684,24,1,7-Feb-22
685,685,21,1,23-Mar-22
686,686,12,1,26-Jul-22
687,687,21,1,8-May-22
688,688,15,1,30-Jul-23
689,689,15,1,12-Nov-23
690,690,8,1,7-Sep-23
691,691,9,1,8-Jun-22
692,692,1,1,5-Jul-22
693,693,10,1,1-Oct-22
694,694,19,1,15-Jan-23
695,695,12,1,18-Sep-22
696,696,25,1,18-Jul-23
697,697,23,1,25-Feb-23
698,698,23,1,20-Jan-23
699,699,21,1,27-Apr-23
700,700,21,1,27-May-22
701,701,16,1,25-Feb-23
702,702,19,1,4-Apr-22
703,703,24,1,23-Dec-22
704,704,13,1,20-Mar-23
705,705,1,1,23-Feb-23
706,706,6,1,5-Mar-23
707,707,25,1,21-Feb-22
708,708,2,1,7-Jan-23
709,709,16,1,29-Nov-22
710,710,7,1,12-Mar-22
711,711,7,1,12-Aug-22
712,712,7,1,11-Jan-22
713,713,25,1,24-Jan-22
714,714,14,1,20-Jul-23
715,715,13,1,29-Sep-22
716,716,18,1,18-Oct-22
717,717,13,1,9-Oct-23
718,718,24,1,6-Jul-23
719,719,15,1,8-Jan-23
720,720,11,1,2-Jan-23
721,721,15,1,11-Apr-23
722,722,18,1,27-Aug-22
723,723,15,1,19-Dec-23
724,724,8,1,26-Nov-22
725,725,8,1,5-Jan-22
726,726,18,1,24-Jul-22
727,727,5,1,6-May-23
728,728,20,1,1-Dec-22
729,729,23,1,10-Apr-22
730,730,21,1,7-Sep-22
731,731,4,1,20-Aug-23
732,732,17,1,23-Dec-23
733,733,13,1,17-Nov-23
734,734,1,1,26-Sep-22
735,735,2,1,27-Jun-23
736,736,16,1,1-Feb-23
737,737,15,1,8-Apr-22
738,738,10,1,10-Feb-22
739,739,13,1,14-Jun-22
740,740,14,1,19-Apr-22
741,741,9,1,9-Jul-22
742,742,16,1,17-May-22
743,743,19,1,21-Mar-22
744,744,4,1,16-Mar-22
745,745,5,1,28-Oct-23
746,746,11,1,16-Jul-22
747,747,22,1,6-May-23
748,748,19,1,7-May-22
749,749,24,1,7-Jul-23
750,750,5,1,26-Jan-23
751,751,24,1,12-Feb-22
752,752,10,1,25-Apr-22
753,753,10,1,14-Jul-22
754,754,12,1,8-Apr-23
755,755,10,1,22-May-23
756,756,7,1,8-Dec-22
757,757,5,1,16-Nov-23
758,758,13,1,30-Aug-23
759,759,14,1,21-Sep-22
760,760,13,1,6-Jun-23
761,761,22,1,21-Aug-23
762,762,5,1,14-Nov-22
763,763,18,1,13-Dec-22
764,764,21,1,6-Jan-22
765,765,23,1,1-Jan-22
